39 42 43 42 45 46 49 50 52 54 56 56 57 58 58 60 60 61 60 60 60 60 61 60 61 61 61 61 63 63 65 67 67 67 68 68 68 70 70 71 72 71 73 73 76 76 78 77 76 77 77 77 77 78 78 78 78 78 80 79 78 78 79 80 80 80 80 80 80 80 80 80 80 80 80 80 79 78 77 77 77 76 73 72 70 69 67 65 63 61 60 58 58 55 54 52 51 50 47 45 45 44 42 41 39 39 37 35 34 32 33 30 30 28 29 28 26 26 26 24 24 23 22 21 21 20 19 19 19 18 17 17 16 15 13 13 13 12 11 12 11 10 9 9 9 7 6 6 8 8 9 11 13 13 17 17 19 21 22 26 27 30 31 32 36 37 37 40 43 43 45 46 48 49 48 48 47 48 48 49 49 49 50 50 50 52 54 56 55 58 58 59 60 64 64 64 67 66 67 69 69 70 71 71 74 72 72 73 74 73 73 73 73 74 74 73 73 74 74 73 74 74 74 73 74 74 74 74 74 73 72 72 72 73 72 71 71 71 70 69 68 68 66 66 65 65 64 63 62 61 60 60 59 58 57 55 55 54 54 53 52 51 50 50 48 47 47 46 45 45 44 43 43 42 41 40 40 40 40 41 40 43 42 45 44 45 48 49 50 50 51 51 52 53 52 52 53 55 54 55 55 55 56 55 57 60 62 63 63 63 64 66 67 69 68 68 68 71 71 72 74 74 74 74 74 76 75 76 75 76 78 77 77 78 78 78 78 78 79 79 77 78 76 75 76 74 73 71 69 69 67 67 65 64 63 61 59 58 57 57 55 54 53 52 51 49 49 46 47 46 45 44 43 42 40 39 39 39 38 37 36 36 34 33 33 33 32 31 30 30 30 29 28 29 28 26 26 26 26 25 25 25 25 25 25 25 25 25 25 25 25 25 26 25 26 25 25 26 27 27 27 27 30 33 34 37 36 38 39 40 40 40 41 42 41 42 41 42 42 41 40 39 39 38 37 37 36 35 35 33 33 33 32 32 31 31 30 30 30 30 29 28 27 28 28 28 28 28 29 30 29 31 31 32 32 33 34 36 38 39 
39 39 42 43 46 47 48 49 53 54 56 56 57 58 59 60 60 60 60 59 60 59 60 59 62 61 61 61 63 63 64 67 66 67 67 69 68 70 71 72 73 72 74 75 75 75 75 76 76 76 78 77 78 78 78 78 78 79 78 78 78 78 78 79 79 79 79 79 79 79 79 79 79 79 80 80 79 78 77 77 76 74 74 73 71 69 66 66 63 63 61 58 57 56 54 52 52 49 47 48 46 44 43 40 39 38 36 36 34 34 33 33 30 30 28 28 26 26 26 24 23 23 23 22 20 21 20 19 18 18 18 17 16 16 14 14 13 13 12 11 9 8 9 8 8 8 8 7 8 7 10 11 11 12 18 16 19 21 23 27 27 30 32 34 35 38 39 42 42 44 46 46 47 47 46 47 46 46 46 46 46 50 49 50 49 53 53 55 58 59 58 58 62 61 65 65 65 69 68 70 69 72 72 72 72 74 73 73 73 73 73 73 73 74 74 74 74 74 74 74 74 75 74 74 73 73 74 73 74 72 72 72 72 72 73 71 71 71 70 68 69 68 66 67 65 64 64 62 61 60 59 59 58 57 57 57 56 53 53 52 52 50 49 48 48 48 47 47 45 44 44 43 42 43 41 41 40 40 39 40 40 41 41 43 44 44 48 50 50 51 51 51 50 52 51 51 51 53 51 52 51 54 56 55 55 59 61 63 63 64 66 66 65 68 67 72 71 73 72 75 75 75 75 75 74 73 75 75 76 77 78 78 78 77 78 78 79 79 80 79 78 77 77 75 75 74 73 71 68 68 68 67 65 64 62 62 59 58 56 57 55 55 54 51 53 49 49 47 45 46 45 44 42 42 41 39 39 38 38 37 36 36 35 34 33 34 32 31 31 31 30 29 29 29 28 27 27 27 26 26 25 26 25 25 25 25 26 25 25 25 25 25 25 25 26 25 26 26 26 27 27 29 32 33 34 36 37 37 38 39 40 41 41 41 41 42 41 41 41 41 40 39 39 38 38 37 35 35 34 35 33 32 32 32 31 30 30 30 29 29 29 28 28 29 28 27 27 28 27 28 29 30 31 31 32 34 34 35 36 38 
37 42 42 43 47 47 49 50 53 54 56 57 57 58 59 60 59 59 60 59 59 59 59 59 59 59 62 63 63 65 65 65 66 66 67 68 69 68 73 71 72 72 72 74 74 75 76 76 76 77 77 78 77 77 77 79 78 77 77 78 78 77 78 78 78 79 79 79 78 78 77 79 79 79 81 81 81 78 78 77 76 75 73 73 70 69 67 65 64 63 61 58 58 56 54 52 51 50 49 47 46 44 42 41 40 38 37 37 36 34 33 31 31 30 29 27 26 26 25 24 23 23 22 21 20 20 20 19 18 17 18 17 17 15 14 13 13 13 12 11 10 10 9 9 9 8 8 7 8 9 10 10 12 14 15 17 19 22 23 27 28 28 30 34 36 37 40 41 43 45 46 46 47 47 48 49 49 48 49 49 49 49 49 48 50 51 53 57 57 57 58 58 63 63 65 66 66 68 69 69 70 70 73 73 73 74 73 75 73 73 72 72 73 75 74 74 74 74 73 74 74 75 74 74 74 75 74 74 73 73 73 72 74 73 73 72 72 71 69 68 68 67 66 66 65 64 64 63 62 61 60 59 58 58 58 56 54 53 52 52 51 50 49 49 48 48 47 46 44 44 42 43 42 42 41 40 39 40 39 40 40 40 40 42 43 45 48 49 49 50 51 52 53 52 52 52 53 52 54 53 54 54 55 55 56 56 60 62 66 65 65 65 65 67 69 71 71 73 75 73 75 75 75 76 76 75 75 76 75 77 79 78 78 77 79 78 78 78 79 79 78 77 77 76 75 74 72 72 69 68 67 66 65 64 63 61 59 59 57 56 54 54 53 52 52 49 49 48 46 47 46 44 43 41 41 41 39 40 38 38 35 36 35 33 33 33 32 32 31 31 30 29 29 29 28 27 27 26 25 26 26 26 26 26 26 25 25 25 26 27 26 25 25 25 25 25 25 25 25 25 28 31 32 34 34 35 37 38 38 38 39 39 42 41 41 41 41 41 41 40 40 39 38 37 38 36 35 34 35 33 33 33 32 31 30 31 30 29 28 29 29 29 28 28 28 28 28 28 28 29 30 31 31 32 32 33 33 36 37 38 
39 39 43 43 45 47 48 50 53 54 56 56 57 58 59 60 60 60 60 60 60 59 59 59 59 59 61 62 61 63 63 64 66 68 68 69 69 70 70 71 71 72 73 73 75 75 75 75 75 77 77 77 78 77 78 77 77 77 78 77 77 78 77 78 78 78 78 79 79 78 78 78 78 78 81 80 80 79 79 77 77 74 74 73 71 69 69 66 64 62 61 59 57 56 54 54 52 51 46 46 46 44 41 41 40 38 37 36 35 33 33 32 29 30 29 27 27 26 24 24 23 23 22 21 20 21 20 18 18 18 18 16 15 15 14 14 13 12 12 11 11 10 10 9 8 7 8 8 8 9 9 10 12 14 16 17 19 21 22 26 26 28 31 32 36 37 40 42 44 44 46 45 47 50 48 51 50 50 49 50 50 49 49 49 52 52 53 54 57 57 58 58 63 63 64 66 67 68 68 70 71 71 72 73 73 73 73 74 73 73 72 73 74 74 75 75 74 74 74 74 73 74 74 74 74 74 74 74 74 73 73 73 74 74 72 72 71 71 70 70 68 68 66 66 65 64 64 62 62 61 60 59 58 58 56 56 55 53 52 51 51 50 49 49 48 47 46 47 44 45 43 43 43 42 40 40 40 38 39 40 39 40 42 43 45 45 46 48 49 51 52 52 52 52 52 53 53 52 52 53 53 56 58 58 59 61 61 62 62 65 65 67 67 68 69 70 71 73 74 74 74 75 76 75 75 75 75 76 76 78 78 77 77 77 78 78 78 79 78 78 78 76 77 75 73 75 71 72 69 69 67 66 64 64 61 60 60 58 58 56 54 55 54 51 51 50 47 48 46 46 44 44 44 42 40 40 40 38 37 37 36 36 35 35 34 33 32 32 31 31 30 30 29 29 30 28 27 26 26 26 26 26 26 26 26 27 26 26 26 26 26 26 27 26 26 26 26 26 26 28 27 32 33 34 34 36 36 37 39 39 39 40 40 40 42 41 41 41 41 40 39 39 38 38 36 36 36 35 34 34 33 31 32 30 29 31 30 29 29 29 29 28 28 28 28 27 27 28 28 28 29 30 30 32 32 33 33 35 36 36 
39 41 40 43 45 46 49 50 52 54 56 57 56 58 58 59 61 61 61 61 61 61 60 60 60 60 60 60 61 63 64 64 66 67 67 68 70 72 70 71 72 72 73 73 73 74 75 75 75 75 75 76 76 76 77 77 78 78 78 78 77 77 78 79 78 78 78 78 78 77 78 78 77 77 77 79 80 79 79 77 76 75 74 74 73 68 68 67 65 63 61 60 57 56 55 54 52 51 48 45 45 43 41 40 40 39 38 35 35 33 32 32 30 29 29 26 27 26 25 24 23 23 22 21 20 20 20 18 19 17 16 16 15 15 14 14 13 13 12 11 11 10 10 9 9 8 8 8 9 9 11 11 12 13 16 16 20 21 25 25 29 30 32 33 37 39 40 41 44 44 46 46 47 48 48 51 50 50 50 50 50 50 51 51 51 54 54 55 56 56 59 58 60 63 68 67 68 68 68 70 71 71 72 72 73 73 74 74 73 73 72 73 73 74 75 75 74 74 74 74 74 73 73 74 75 74 74 74 74 74 74 74 73 73 72 71 71 70 70 69 68 68 66 66 65 65 64 62 63 61 59 58 59 57 55 55 54 52 53 51 51 50 49 49 48 47 47 45 44 44 43 43 42 42 41 40 39 38 38 39 40 39 41 42 44 46 46 48 49 52 51 52 53 53 53 53 54 53 53 53 53 54 57 59 59 60 62 63 63 64 64 68 67 67 68 69 70 71 74 73 74 75 76 76 76 76 76 75 75 75 75 77 77 77 76 79 78 78 80 78 78 78 76 75 74 74 71 70 69 68 67 66 65 63 61 61 60 57 58 55 55 54 53 52 52 49 48 49 46 45 45 42 43 41 41 40 39 39 38 37 38 36 35 34 34 33 33 31 31 31 30 29 30 29 29 28 27 26 26 27 26 26 27 26 26 26 26 27 26 26 26 27 26 27 27 28 27 28 27 28 28 28 32 33 35 35 36 38 37 38 39 40 39 40 40 40 41 40 40 39 39 38 38 37 36 36 35 35 34 33 31 32 31 30 30 30 30 29 29 29 28 29 29 28 27 28 27 28 28 29 30 30 31 32 33 34 34 35 35 37 
38 41 42 44 45 47 51 50 52 54 56 57 57 58 59 59 60 60 61 60 60 60 61 60 60 60 60 61 62 64 64 66 67 67 67 69 69 71 70 71 71 72 73 72 75 76 76 75 75 76 76 78 77 77 76 77 78 77 77 78 78 78 78 78 79 79 78 78 78 78 78 78 78 79 79 79 80 80 78 77 76 76 73 73 71 68 68 66 65 62 61 60 58 56 55 54 52 48 48 47 45 43 43 42 40 38 38 35 35 33 32 32 31 29 28 27 26 26 24 24 23 24 22 21 21 20 20 18 17 16 15 17 16 15 14 14 13 12 11 11 11 10 9 9 9 9 7 8 9 9 10 11 11 13 16 17 19 21 24 25 28 30 30 34 37 40 40 40 43 44 46 47 47 48 48 49 50 49 50 50 50 50 50 50 50 51 55 56 59 58 58 60 62 65 65 65 68 69 69 70 70 71 71 73 74 73 74 73 73 73 74 74 74 74 76 76 74 74 76 74 74 73 73 74 73 75 74 74 74 74 73 73 74 72 72 72 70 69 70 68 67 67 66 65 64 64 63 61 61 59 59 59 57 56 55 55 53 54 52 52 49 49 49 49 48 47 47 45 45 44 43 42 41 40 39 39 39 38 38 39 38 39 39 43 44 46 47 49 49 53 51 53 53 53 53 53 53 53 54 54 54 58 58 59 60 59 63 63 64 65 67 67 67 68 69 70 72 72 74 74 74 74 75 75 77 77 77 77 77 78 77 76 76 77 77 77 78 79 78 78 77 77 76 75 74 72 72 70 69 67 67 66 65 63 63 60 60 59 58 56 55 52 53 52 51 50 49 48 47 45 46 43 43 43 41 40 39 39 38 37 37 36 35 34 34 33 32 32 31 31 30 29 29 29 28 28 27 27 26 26 27 26 26 26 25 25 24 26 28 27 29 27 27 27 27 27 27 27 27 29 29 30 30 32 35 35 35 36 37 38 38 39 39 40 40 41 40 40 40 40 39 39 38 37 35 36 35 35 33 33 32 32 31 30 29 29 29 29 28 29 29 28 28 27 28 28 27 28 28 28 29 30 31 31 33 34 34 34 36 39 
38 41 42 44 44 47 50 50 50 55 55 57 58 58 59 59 59 60 60 60 60 60 60 60 61 61 61 62 62 64 64 66 66 65 67 68 69 70 70 70 71 73 73 74 73 76 75 76 76 76 78 76 76 77 76 77 77 78 79 77 77 78 78 79 78 78 77 78 78 77 78 78 77 78 78 79 79 79 78 76 77 75 74 73 72 70 67 66 65 62 61 60 58 56 55 53 53 49 49 48 44 43 42 41 39 38 38 36 35 32 33 32 31 29 28 28 26 26 24 24 23 23 22 20 20 19 19 18 18 17 16 15 15 14 14 14 13 13 11 11 11 10 9 9 9 8 8 8 9 9 11 11 12 15 15 18 19 23 23 26 27 30 31 34 35 39 39 42 41 45 46 46 49 49 49 49 50 49 49 51 50 50 52 51 51 52 58 57 59 58 59 63 63 63 67 67 67 69 68 71 71 71 72 72 73 73 73 73 73 73 73 74 74 74 75 75 75 75 75 74 73 73 73 73 74 73 73 73 73 73 72 72 73 73 73 71 71 70 69 68 67 66 66 66 64 64 63 62 61 60 59 58 57 56 55 54 54 53 53 52 51 48 49 49 47 47 46 46 44 44 44 44 42 40 40 39 38 37 38 39 39 39 41 41 42 46 49 49 50 52 53 52 53 52 53 54 54 54 54 58 57 57 58 59 59 60 62 65 63 64 67 68 68 68 69 70 70 73 74 73 77 75 76 77 77 77 78 78 78 78 78 76 76 77 77 79 79 78 78 78 77 77 75 75 73 73 72 70 70 69 67 66 65 62 63 60 59 58 57 56 54 53 53 51 51 50 49 48 47 45 45 43 42 42 41 40 39 39 37 37 36 35 35 35 34 33 32 32 32 30 30 29 29 28 28 28 27 28 26 26 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 28 28 31 29 30 29 34 34 35 35 35 36 38 38 38 38 38 39 40 40 40 40 40 39 39 38 37 36 36 36 35 34 33 33 31 31 30 30 30 29 29 28 27 28 28 27 27 27 27 27 29 28 28 28 31 29 29 31 33 34 34 34 36 37 
39 41 43 43 45 47 47 51 51 54 55 55 57 58 59 59 59 59 60 59 59 59 59 59 59 60 61 61 62 64 65 65 65 68 68 69 70 70 70 70 72 72 72 71 72 75 75 76 76 77 76 77 78 78 78 79 79 78 77 77 78 78 78 78 79 78 77 77 78 78 78 78 79 78 78 78 79 79 78 77 77 75 74 73 72 69 68 66 63 63 62 59 57 57 55 54 52 49 48 47 44 43 42 42 40 39 38 35 34 33 34 30 31 30 29 26 27 26 24 24 23 23 21 21 20 19 19 18 15 15 16 17 15 15 14 14 13 12 12 12 11 10 9 10 9 9 8 9 10 9 12 11 13 15 16 18 21 22 23 25 25 30 32 35 35 38 38 40 43 46 47 46 48 49 49 50 51 50 50 50 50 49 52 52 52 52 57 57 58 58 60 60 64 66 67 66 68 68 68 70 71 72 72 72 73 73 74 75 74 73 75 74 74 75 74 74 74 75 74 75 74 74 73 73 74 73 73 73 73 73 72 72 72 72 72 71 71 70 68 67 67 67 66 64 64 64 63 62 61 60 59 59 58 56 55 54 54 54 52 52 51 50 48 48 48 47 46 44 43 44 42 42 41 41 40 39 38 39 38 39 39 39 41 41 44 47 47 49 50 51 54 53 54 54 53 54 54 53 53 54 57 57 57 59 61 60 62 63 63 65 67 66 67 69 68 71 70 72 72 73 76 76 77 77 76 77 77 77 79 79 78 77 77 77 77 77 78 78 77 79 77 77 76 74 74 70 71 70 69 67 66 65 63 63 61 61 60 58 58 56 55 55 52 52 50 50 48 49 47 46 45 43 43 42 41 41 40 38 38 38 37 36 35 34 33 33 33 32 31 31 30 30 29 28 28 27 27 27 26 26 27 28 27 27 27 28 29 28 28 28 28 28 28 28 28 28 28 28 29 30 30 30 32 33 34 36 35 37 37 38 38 38 39 39 39 40 40 40 38 38 38 38 37 36 36 35 34 34 33 33 32 31 29 30 30 29 28 27 27 27 27 26 26 27 26 27 27 28 27 29 30 29 30 32 31 33 34 36 37 36 
39 41 42 43 45 47 49 50 52 55 54 56 57 58 59 59 59 59 59 59 59 59 59 59 59 59 59 62 62 64 63 64 65 67 69 69 70 71 71 73 72 76 74 74 74 76 76 77 76 77 77 77 79 78 78 78 79 78 78 78 78 79 78 78 78 78 78 77 79 77 77 78 78 77 78 79 80 79 78 77 77 75 74 73 70 70 67 66 64 63 62 61 59 56 54 54 50 51 48 46 44 43 44 40 39 39 39 35 34 34 33 31 30 29 29 27 26 27 25 24 21 22 22 21 20 19 19 17 17 17 15 16 15 14 14 13 12 12 12 11 10 10 9 9 9 8 8 8 10 10 11 11 12 16 17 18 21 23 24 26 29 30 34 34 36 38 40 42 42 45 46 47 48 48 49 51 50 50 50 51 50 51 52 52 52 53 55 56 54 61 62 62 67 66 66 68 67 67 69 71 71 72 73 73 74 74 73 73 74 74 75 74 74 74 74 73 75 74 74 73 74 73 73 73 72 72 73 73 73 73 72 72 72 73 72 70 70 68 69 68 68 67 65 65 64 62 62 61 61 61 59 59 56 56 55 54 54 53 51 52 51 49 48 48 48 46 45 44 44 43 42 42 41 40 39 39 38 37 37 38 38 38 41 41 44 47 48 48 51 51 52 53 54 55 55 55 55 56 55 55 55 55 56 59 59 59 61 62 63 64 64 66 69 68 69 70 71 73 73 76 74 76 76 75 76 77 76 76 77 78 79 78 77 77 77 76 77 77 77 77 77 75 75 75 74 73 71 71 68 68 68 65 63 64 62 60 60 59 57 58 54 56 53 52 51 49 48 47 46 46 46 44 42 42 42 41 39 38 38 37 36 35 35 34 34 34 32 31 30 30 30 29 29 28 27 27 27 28 26 26 26 26 26 27 27 26 26 27 28 27 27 28 27 27 27 30 29 29 30 31 32 32 32 32 36 36 37 37 37 38 38 39 38 38 38 39 39 39 39 39 38 37 37 37 37 35 35 33 33 33 32 31 31 30 29 29 28 28 27 27 27 27 26 28 27 27 28 27 27 28 29 29 31 31 33 32 34 33 37 37 
39 40 40 43 46 46 49 51 51 55 55 56 57 58 58 58 58 59 58 58 58 58 58 58 58 59 60 62 61 64 64 64 66 69 68 69 70 71 72 71 74 74 75 77 76 76 76 77 78 77 77 77 78 77 78 77 78 77 78 79 78 78 78 79 79 78 79 78 78 78 78 78 78 78 79 79 80 79 78 77 76 75 74 71 71 70 68 66 64 63 62 58 58 55 54 53 52 48 49 46 45 43 42 42 40 38 38 36 34 33 32 31 30 29 28 27 27 25 26 24 24 21 21 20 20 19 18 18 17 16 15 15 14 13 12 13 12 11 11 11 10 9 9 9 9 9 9 10 11 11 10 12 13 14 16 19 21 22 24 27 29 30 32 35 36 38 43 43 43 45 47 47 47 48 49 48 51 50 50 50 51 51 52 52 53 55 56 59 62 62 65 62 63 65 66 68 68 69 69 70 71 74 74 74 75 74 74 74 74 73 73 73 73 73 74 73 74 73 73 74 74 72 72 72 72 72 72 72 72 72 72 72 72 71 71 70 70 69 69 68 67 66 66 65 64 63 61 61 60 61 59 59 58 57 55 55 54 53 53 50 50 48 47 47 47 46 46 45 43 44 42 41 41 41 40 39 38 38 38 39 39 39 39 42 45 45 48 51 51 52 53 54 54 54 54 54 54 54 54 54 54 56 58 59 59 60 60 62 64 64 64 67 69 68 71 70 72 74 73 75 77 75 76 76 76 76 77 77 77 77 77 77 78 77 78 77 77 77 77 78 77 76 75 74 74 72 71 70 69 69 66 65 64 62 62 60 59 59 57 56 54 53 54 51 52 47 48 47 47 46 45 45 43 41 42 40 39 38 38 38 36 36 34 34 34 32 31 31 31 31 30 29 30 28 27 28 27 26 26 25 25 26 26 26 26 27 27 26 27 26 27 27 28 28 29 28 29 29 30 30 31 31 34 33 34 34 35 38 37 38 38 38 39 38 39 39 39 38 38 39 38 38 37 37 36 35 35 34 33 32 31 31 31 30 28 28 28 28 27 26 26 27 26 26 26 26 26 27 27 28 30 29 30 32 33 32 34 35 37 37 
38 40 41 44 46 48 48 51 52 53 56 55 56 56 57 56 56 58 58 58 58 58 58 58 58 61 61 62 62 64 68 66 68 68 69 68 69 71 71 74 75 74 75 75 75 75 75 77 79 77 78 78 77 77 77 78 78 78 78 78 78 78 79 79 80 79 78 78 78 77 77 80 78 78 79 79 79 78 77 77 76 74 74 71 72 69 68 66 64 63 60 59 56 55 54 52 51 48 49 46 44 44 42 41 41 38 37 36 34 33 32 31 30 29 28 26 27 25 24 23 24 22 21 20 20 19 18 17 18 16 15 14 14 13 13 12 11 11 11 11 10 10 8 8 9 8 9 9 11 10 12 12 13 15 17 20 21 22 24 27 29 31 31 35 36 39 40 43 43 45 45 46 46 46 46 47 53 51 50 50 51 50 52 52 55 55 55 58 62 61 64 64 64 65 67 68 68 70 71 71 72 72 72 74 74 74 74 74 73 73 72 72 73 72 72 72 72 72 73 73 72 72 72 72 72 72 72 72 72 72 71 71 71 71 72 71 70 69 68 69 67 66 66 65 64 62 62 61 59 60 59 58 57 57 55 54 54 53 52 50 49 50 48 47 47 46 45 44 43 43 42 42 41 40 39 38 39 38 38 38 39 39 39 42 44 46 48 50 52 52 53 54 55 55 55 55 54 54 56 55 55 56 57 58 60 60 60 62 63 63 66 65 65 68 70 72 72 73 74 76 75 75 76 75 76 75 77 78 79 78 79 78 79 79 78 77 77 77 77 77 76 76 74 74 73 72 72 71 69 68 66 65 63 62 62 62 59 59 57 57 54 53 53 51 51 49 48 47 47 46 45 42 43 41 41 39 40 38 37 36 36 35 35 34 34 32 31 30 31 31 29 29 28 28 27 27 27 27 26 26 26 26 26 26 27 27 27 27 27 27 27 27 27 27 28 30 29 30 30 31 31 31 33 33 33 35 35 36 37 39 38 38 39 38 38 38 38 39 39 39 38 38 37 37 35 35 34 34 32 32 32 31 32 30 29 29 28 27 28 27 27 27 27 26 26 25 26 26 27 28 28 29 30 32 32 32 33 35 36 37 
39 41 40 43 45 48 49 51 51 54 55 56 57 57 57 57 57 57 57 59 58 58 58 59 59 59 59 62 63 65 66 68 68 70 69 69 68 72 72 74 74 74 76 76 76 75 76 77 77 76 77 77 78 77 78 78 79 80 81 79 78 79 80 80 80 79 79 79 78 77 77 77 77 77 78 78 78 79 77 78 76 75 74 72 71 68 67 66 64 63 62 61 58 57 54 52 50 49 46 46 45 44 43 41 40 37 37 36 34 32 32 31 29 29 27 28 25 26 24 22 23 22 21 19 19 19 18 19 16 16 14 15 14 13 13 12 11 11 11 10 10 9 9 9 7 8 8 9 10 9 13 13 14 14 17 19 20 23 24 26 29 29 32 35 37 39 39 43 45 45 45 46 47 46 46 47 46 46 46 51 50 51 53 51 53 53 57 59 60 64 63 64 65 66 66 69 68 69 70 70 71 72 73 73 73 73 73 73 72 72 72 72 72 72 72 73 74 73 73 73 73 72 71 72 72 72 72 72 73 72 71 71 71 71 72 71 70 69 68 67 66 67 65 65 64 62 62 62 59 60 58 58 57 56 56 53 53 53 53 50 50 50 48 47 46 46 45 44 44 43 42 41 41 40 39 39 38 38 38 37 37 39 39 43 44 46 48 50 52 52 53 55 55 55 55 55 55 55 56 56 58 57 57 57 61 61 63 62 62 62 66 66 69 70 70 70 72 71 72 72 72 76 77 77 78 77 77 78 78 78 78 79 78 78 77 76 77 76 77 77 77 77 75 75 74 72 71 71 68 68 68 65 65 62 63 62 58 59 57 56 54 54 53 51 52 50 49 46 47 46 44 43 42 42 41 41 39 38 37 37 37 36 34 35 33 33 32 32 30 30 29 29 28 27 27 27 26 26 26 26 26 25 26 26 28 27 28 28 28 28 27 27 28 28 28 28 29 29 32 32 33 32 34 35 35 35 36 37 38 37 39 37 37 38 38 38 38 38 38 40 37 38 37 36 36 35 34 34 33 33 32 31 33 30 29 29 28 27 28 27 26 26 26 25 26 25 26 27 27 28 29 30 30 31 32 34 35 34 35 37 
